Protein IDs,Gene names,data,term,df,sumsq,meansq,statistic,p.value,qvalue
O13297,CET1,ratio,samplingTime,1,3.215284749710153,3.215284749710153,36.383201819122384,4.263352794080472e-7,2.8763996230006057e-6
O13297,CET1,ratio,genotype,1,0.7118477756274239,0.7118477756274239,8.05505679939565,0.007094191303123,0.020540279391801114
O13297,CET1,ratio,nutrient,1,0.039025020699410405,0.039025020699410405,0.4415954774239117,0.5101664214484607,0.552394202662835
O13297,CET1,ratio,samplingTime:genotype,1,0.7203396239154011,0.7203396239154011,8.151148018099281,0.0067892065669665795,0.019778018789243824
O13297,CET1,ratio,samplingTime:nutrient,1,0.030800843141059596,0.030800843141059596,0.348533140743234,0.5582655323061366,0.5770676617143903
O13297,CET1,ratio,genotype:nutrient,1,0.254197030030102,0.254197030030102,2.8764176629271905,0.09765679088301168,0.18213939788690653
O13297,CET1,ratio,samplingTime:genotype:nutrient,1,0.3091735612340801,0.3091735612340801,3.4985156684895053,0.06875361675296826,0.13861244884988674
O13563,RPN13,intensity,samplingTime,1,20.201766462468367,20.201766462468367,43.60763883795987,6.710902731845249e-8,5.306334048797701e-7
O13563,RPN13,intensity,genotype,1,0.004753985232897813,0.004753985232897813,0.010261977409864186,0.9198172833334027,0.6845264197831047
O13563,RPN13,intensity,nutrient,1,0.005875934700470959,0.005875934700470959,0.012683823403741355,0.9108931762061955,0.6834356121130181
O13563,RPN13,intensity,samplingTime:genotype,1,3.781741987183264e-4,3.781741987183264e-4,8.163288050172145e-4,0.9773484459526998,0.6918126079607054
O13563,RPN13,intensity,samplingTime:nutrient,1,0.00442619468153003,0.00442619468153003,0.009554407009765845,0.9226216391622715,0.6851629535466736
O13563,RPN13,intensity,genotype:nutrient,1,0.15787979178680842,0.15787979178680842,0.34080014501911154,0.5626454606012374,0.5788248086480277
O13563,RPN13,intensity,samplingTime:genotype:nutrient,1,0.0014077845455259868,0.0014077845455259868,0.0030388510894337755,0.9563126897606566,0.6889676196779967
O13563,RPN13,normed_intensity,samplingTime,1,0.08331307429610521,0.08331307429610521,0.7354298109407851,0.3962380949187715,0.48351300074559983
O13563,RPN13,normed_intensity,genotype,1,0.049515095025180915,0.049515095025180915,0.43708478267961554,0.512323110570673,0.5533350974859841
O13563,RPN13,normed_intensity,nutrient,1,0.9176028501262637,0.9176028501262637,8.099959055509625,0.006949895180461001,0.020175835238573803
O13563,RPN13,normed_intensity,samplingTime:genotype,1,0.022980046760121022,0.022980046760121022,0.20285185232921202,0.6548604813172031,0.6180382402747863
O13563,RPN13,normed_intensity,samplingTime:nutrient,1,0.25282467944023135,0.25282467944023135,2.231760234186751,0.14304698328690904,0.24449971425296713
O13563,RPN13,normed_intensity,genotype:nutrient,1,0.0011161142711904068,0.0011161142711904068,0.00985227966180388,0.9214286971106833,0.6847401835064231
O13563,RPN13,normed_intensity,samplingTime:genotype:nutrient,1,0.0029911663406011787,0.0029911663406011787,0.026403933775657137,0.8717358527295818,0.6748701523360262
O14455,RPL36B,intensity,samplingTime,1,60.03281194042488,60.03281194042488,109.90956584311776,4.858663939280044e-13,1.1758367550912971e-11
O14455,RPL36B,intensity,genotype,1,0.13257156823953542,0.13257156823953542,0.24271532579230826,0.624945381833837,0.6068262450573185
O14455,RPL36B,intensity,nutrient,1,9.743019714734945,9.743019714734945,17.83776292055321,1.34837123048945e-4,5.862551491927059e-4
O14455,RPL36B,intensity,samplingTime:genotype,1,0.01638018449860501,0.01638018449860501,0.029989249353477854,0.863387986631623,0.6735961158279661
O14455,RPL36B,intensity,samplingTime:nutrient,1,4.275653993358813,4.275653993358813,7.82797371830279,0.00787457499215396,0.022512317920254987
O14455,RPL36B,intensity,genotype:nutrient,1,0.002203396854120826,0.002203396854120826,0.004034033785671068,0.9496735185824741,0.6883786947185883
O14455,RPL36B,intensity,samplingTime:genotype:nutrient,1,0.06758436264757384,0.06758436264757384,0.12373513277622579,0.7268646111921107,0.6402185920747749
O14455,RPL36B,normed_intensity,samplingTime,1,8.790079591823451,8.790079591823451,103.65032517379538,1.1487469423775363e-12,2.5305319539056958e-11
O14455,RPL36B,normed_intensity,genotype,1,0.044324170099869616,0.044324170099869616,0.5226590494338245,0.47391589335417905,0.5320996829162009
O14455,RPL36B,normed_intensity,nutrient,1,16.02114539842425,16.02114539842425,188.91716654625282,9.668702466747086e-17,8.146300876836239e-15
O14455,RPL36B,normed_intensity,samplingTime:genotype,1,0.08941505776270826,0.08941505776270826,1.0543590323299719,0.31067493334604684,0.41858238700437844
O14455,RPL36B,normed_intensity,samplingTime:nutrient,1,6.954358946414889,6.954358946414889,82.00398627126265,3.1136721563556784e-11,4.858239402940069e-10
O14455,RPL36B,normed_intensity,genotype:nutrient,1,0.1473092283104776,0.1473092283104776,1.7370319865686763,0.19501369155750636,0.3060179244598383
O14455,RPL36B,normed_intensity,samplingTime:genotype:nutrient,1,0.12403211734747759,0.12403211734747759,1.4625543672003887,0.23362373329714733,0.3463859743073474
O14455,RPL36B,normed_ratio,samplingTime,1,11.150954009943908,11.150954009943908,238.0989119459607,1.9382507756754127e-18,3.480665926809759e-16
O14455,RPL36B,normed_ratio,genotype,1,0.1895617616434863,0.1895617616434863,4.047586345852095,0.05100404579542254,0.10907237995433204
O14455,RPL36B,normed_ratio,nutrient,1,19.479539740583633,19.479539740583633,415.9336692900947,9.556794325390855e-23,1.5335796022154983e-19
O14455,RPL36B,normed_ratio,samplingTime:genotype,1,0.0773363579064098,0.0773363579064098,1.6513118657792936,0.20617184137290917,0.3179077308642644
O14455,RPL36B,normed_ratio,samplingTime:nutrient,1,9.456475009870111,9.456475009870111,201.91782772006675,3.186096312271936e-17,3.210894163333634e-15
O14455,RPL36B,normed_ratio,genotype:nutrient,1,0.3496953896597799,0.3496953896597799,7.466813307297569,0.00931068571232219,0.026061380897141283
O14455,RPL36B,normed_ratio,samplingTime:genotype:nutrient,1,0.11620011932870851,0.11620011932870851,2.4811439411806404,0.12309559130255103,0.2183040727238323
O14455,RPL36B,ratio,samplingTime,1,31.54010858168172,31.54010858168172,266.51533280493726,2.74901890311762e-19,6.909348046323067e-17
O14455,RPL36B,ratio,genotype,1,6.377631054128034e-4,6.377631054128034e-4,0.005389126858888593,0.941845203498272,0.6874012551197077
O14455,RPL36B,ratio,nutrient,1,10.934010540522092,10.934010540522092,92.39287970595052,5.968208574035649e-12,1.0911784592221181e-10
O14455,RPL36B,ratio,samplingTime:genotype,1,5.992978974171461e-6,5.992978974171461e-6,5.0640941252876764e-5,0.9943574796899252,0.6941350485041975
O14455,RPL36B,ratio,samplingTime:nutrient,1,6.125232333230486,6.125232333230486,51.7584880714904,1.0072420654817399e-8,9.342902909648568e-8
O14455,RPL36B,ratio,genotype:nutrient,1,0.17180496055789302,0.17180496055789302,1.451759626066085,0.23532627127381286,0.3480189739621079
O14455,RPL36B,ratio,samplingTime:genotype:nutrient,1,0.14072297005382725,0.14072297005382725,1.1891154115739961,0.2820336323871982,0.3928117867739088
O14467,MBF1,intensity,samplingTime,1,42.47674828274071,42.47674828274071,98.91997564880195,2.2581469981575044e-12,4.5602570603858384e-11
O14467,MBF1,intensity,genotype,1,1.4801575348351375,1.4801575348351375,3.4469951967056582,0.07074262841791716,0.14173740220113487
O14467,MBF1,intensity,nutrient,1,1.035864395198096,1.035864395198096,2.412324033525222,0.12826079469215226,0.2251803385328802
O14467,MBF1,intensity,samplingTime:genotype,1,0.6244404855916621,0.6244404855916621,1.4541988293852457,0.23494021431758888,0.34769536856891875
O14467,MBF1,intensity,samplingTime:nutrient,1,0.02579865668618054,0.02579865668618054,0.06007998715395356,0.8076227492717738,0.6629335010173351
O14467,MBF1,intensity,genotype:nutrient,1,0.11290318108894454,0.11290318108894454,0.26292925837095316,0.6109350702386472,0.6004659789769138
O14467,MBF1,intensity,samplingTime:genotype:nutrient,1,0.036607032118944824,0.036607032118944824,0.08525056347715528,0.7718132404989451,0.6540857371416074
O14467,MBF1,normed_intensity,samplingTime,1,3.0072459450520315,3.0072459450520315,26.932765960326336,6.457409998683385e-6,3.533807646183996e-5
O14467,MBF1,normed_intensity,genotype,1,1.13006791388673,1.13006791388673,10.120839864814885,0.0028324856874222706,0.009151122602748632
O14467,MBF1,normed_intensity,nutrient,1,0.0186357971665506,0.0186357971665506,0.16690140172826332,0.6850593830731326,0.6279650768575643
O14467,MBF1,normed_intensity,samplingTime:genotype,1,0.9240090218854552,0.9240090218854552,8.2753852482925,0.006415461283322803,0.0188101932369874
O14467,MBF1,normed_intensity,samplingTime:nutrient,1,0.1670575934412557,0.1670575934412557,1.4961606560486493,0.22842051010441208,0.3409412752101874
O14467,MBF1,normed_intensity,genotype:nutrient,1,0.008975385597961651,0.008975385597961651,0.08038316922874839,0.7782411360656247,0.6551883747503116
O14467,MBF1,normed_intensity,samplingTime:genotype:nutrient,1,0.08039586953722645,0.08039586953722645,0.7200219662730598,0.4011862773590852,0.48700392700747375
O14467,MBF1,normed_ratio,samplingTime,1,4.346134688149457,4.346134688149457,199.33826916468544,3.951951977041276e-17,3.870521563325506e-15
O14467,MBF1,normed_ratio,genotype,1,0.3347960293222769,0.3347960293222769,15.355635707812871,3.3948165557780297e-4,0.0013603466264296004
O14467,MBF1,normed_ratio,nutrient,1,0.4987194009008688,0.4987194009008688,22.874086816844034,2.360250776018024e-5,1.1684255740056532e-4
O14467,MBF1,normed_ratio,samplingTime:genotype,1,0.10209699383259875,0.10209699383259875,4.682744437948705,0.036494997810452866,0.08298737784212055
O14467,MBF1,normed_ratio,samplingTime:nutrient,1,0.6463068859514525,0.6463068859514525,29.643281959500538,2.8462095419205797e-6,1.6645666806703072e-5
O14467,MBF1,normed_ratio,genotype:nutrient,1,0.1753807452739745,0.1753807452739745,8.04395093945244,0.007130371541729404,0.020633579275283916
O14467,MBF1,normed_ratio,samplingTime:genotype:nutrient,1,0.1654854462629856,0.1654854462629856,7.590096671406867,0.008791288458690436,0.024820144180074423
O14467,MBF1,ratio,samplingTime,1,24.490993876858994,24.490993876858994,202.55414922121088,3.022286922180433e-17,3.090601141826668e-15
O14467,MBF1,ratio,genotype,1,0.12224008814967689,0.12224008814967689,1.010993558708903,0.3207089617497814,0.42681628614936346
O14467,MBF1,ratio,nutrient,1,0.05477164156144897,0.05477164156144897,0.4529919575216218,0.5047877110100429,0.5494043161112303
O14467,MBF1,ratio,samplingTime:genotype,1,0.015048279397625139,0.015048279397625139,0.12445764536771661,0.7261015062852407,0.6402185920747749
O14467,MBF1,ratio,samplingTime:nutrient,1,0.13424856590234296,0.13424856590234296,1.1103103527460532,0.2983381287137133,0.4076814392622652
O14467,MBF1,ratio,genotype:nutrient,1,0.013185626321779489,0.013185626321779489,0.10905246781676885,0.7429488915742872,0.6458884554512438
O14467,MBF1,ratio,samplingTime:genotype:nutrient,1,0.11458900550706033,0.11458900550706033,0.947714847232816,0.33615231214926955,0.4399868699964122
O43137,YBR085C-A,intensity,samplingTime,1,4.486573444924511,4.486573444924511,10.237620272129819,0.0026934099492842375,0.008745139956387643
O43137,YBR085C-A,intensity,genotype,1,0.12943206480024602,0.12943206480024602,0.2953426142976946,0.5898331460385873,0.5917937089518659
O43137,YBR085C-A,intensity,nutrient,1,1.421561567961163,1.421561567961163,3.2437689263069047,0.07923806644482835,0.15465887989662883
O43137,YBR085C-A,intensity,samplingTime:genotype,1,0.10497180319948617,0.10497180319948617,0.23952833351091235,0.6272202422785658,0.6077339138556057
O43137,YBR085C-A,intensity,samplingTime:nutrient,1,1.5788030943941858,1.5788030943941858,3.6025681432131678,0.06492319995778233,0.13234024702053754
O43137,YBR085C-A,intensity,genotype:nutrient,1,0.7697544581511362,0.7697544581511362,1.756452656368577,0.19258809920725556,0.30332968941036226
O43137,YBR085C-A,intensity,samplingTime:genotype:nutrient,1,0.7177852966496693,0.7177852966496693,1.6378676052501375,0.2079914820063094,0.319980340434977
O43137,YBR085C-A,normed_intensity,samplingTime,1,7.102887298009748,7.102887298009748,13.728147823000036,6.388134465280834e-4,0.0023998484219870672
O43137,YBR085C-A,normed_intensity,genotype,1,0.2635152934413782,0.2635152934413782,0.5093107563452581,0.4795809592277158,0.5356350614210635
O43137,YBR085C-A,normed_intensity,nutrient,1,0.09674048507102867,0.09674048507102867,0.18697574997366753,0.6677680403810633,0.6218193084229088
O43137,YBR085C-A,normed_intensity,samplingTime:genotype,1,0.24505661726562314,0.24505661726562314,0.473634639785073,0.4952918909684606,0.5444377263107485
O43137,YBR085C-A,normed_intensity,samplingTime:nutrient,1,0.4721860032757148,0.4721860032757148,0.9126203163517653,0.3451582644295813,0.44703451326651544
O43137,YBR085C-A,normed_intensity,genotype:nutrient,1,1.7111405610885795,1.7111405610885795,3.3072171333955187,0.07646935231973498,0.1505507413492538
O43137,YBR085C-A,normed_intensity,samplingTime:genotype:nutrient,1,0.8825364607013851,0.8825364607013851,1.705727612359935,0.19900168060559476,0.31036558425778066
O74700,TIM9,intensity,samplingTime,1,12.419980696957955,12.419980696957955,23.298381840646957,2.0525213853162196e-5,1.0320047403473935e-4
O74700,TIM9,intensity,genotype,1,0.6378254999780998,0.6378254999780998,1.1964835057941017,0.28056922583999944,0.3913993442962856
O74700,TIM9,intensity,nutrient,1,0.1852335504964616,0.1852335504964616,0.34747574045927127,0.5588605375471998,0.5772082270218545
O74700,TIM9,intensity,samplingTime:genotype,1,0.047358529427655144,0.047358529427655144,0.0888388741447301,0.7672012721083883,0.6526159309032823
O74700,TIM9,intensity,samplingTime:nutrient,1,0.41718589428290326,0.41718589428290326,0.7825902874322123,0.38163699212029323,0.47397581096217606
O74700,TIM9,intensity,genotype:nutrient,1,2.6463566274350763e-4,2.6463566274350763e-4,4.964245009463707e-4,0.9823349131033999,0.6927855906211529
O74700,TIM9,intensity,samplingTime:genotype:nutrient,1,0.015046501869420432,0.015046501869420432,0.02822541793528137,0.8674265462075735,0.6742969698287181
O74700,TIM9,normed_intensity,samplingTime,1,1.5852780824396737,1.5852780824396737,12.242736039122011,0.0011611536498565098,0.00413219981349861
O74700,TIM9,normed_intensity,genotype,1,0.9067048497756639,0.9067048497756639,7.002271881607024,0.011583071231167702,0.03132837235333904
O74700,TIM9,normed_intensity,nutrient,1,1.720422883722625,1.720422883722625,13.286428087535688,7.614108802787422e-4,0.0028192894878778414
O74700,TIM9,normed_intensity,samplingTime:genotype,1,0.0021698582401863554,0.0021698582401863554,0.01675731341471206,0.8976503127045181,0.6800780930370155
O74700,TIM9,normed_intensity,samplingTime:nutrient,1,1.476822085033313,1.476822085033313,11.405155451328636,0.0016417392163871319,0.0056283490893213545
O74700,TIM9,normed_intensity,genotype:nutrient,1,0.17179497307243377,0.17179497307243377,1.3267328498840312,0.2562254307705934,0.36873255938173677
O74700,TIM9,normed_intensity,samplingTime:genotype:nutrient,1,9.273347733657018e-4,9.273347733657018e-4,0.007161592010875071,0.9329807216188422,0.6865745201853848
O74700,TIM9,normed_ratio,samplingTime,1,0.0017162976115480527,0.0017162976115480527,0.061803212731747235,0.8049402555022481,0.6624515195689279
O74700,TIM9,normed_ratio,genotype,1,0.9341139647614309,0.9341139647614309,33.637082340151125,9.037352286668262e-7,5.751348694400264e-6
O74700,TIM9,normed_ratio,nutrient,1,2.68256573975063,2.68256573975063,96.5981540527613,3.173591848244281e-12,6.222241745069588e-11
O74700,TIM9,normed_ratio,samplingTime:genotype,1,0.1422823502599587,0.1422823502599587,5.123532365204249,0.02909976810060933,0.06857811744852892
O74700,TIM9,normed_ratio,samplingTime:nutrient,1,1.0144843380476571,1.0144843380476571,36.531188376375425,4.097503709905488e-7,2.773474372827007e-6
O74700,TIM9,normed_ratio,genotype:nutrient,1,0.24873410899426707,0.24873410899426707,8.956818997113597,0.004720095971092724,0.014395679314045791
O74700,TIM9,normed_ratio,samplingTime:genotype:nutrient,1,0.09790584347766951,0.09790584347766951,3.5255515310505015,0.06773479062779442,0.13704034461975237
O74700,TIM9,ratio,samplingTime,1,5.45406917739255,5.45406917739255,116.62171022441336,2.008687283976066e-13,5.47757498281055e-12
O74700,TIM9,ratio,genotype,1,1.897451557700797,1.897451557700797,40.57228438617537,1.4288270213586236e-7,1.0607444573352375e-6
O74700,TIM9,ratio,nutrient,1,0.7395618571436581,0.7395618571436581,15.813691721099529,2.8527387521759236e-4,0.0011627842923039157
O74700,TIM9,ratio,samplingTime:genotype,1,0.4163849249548619,0.4163849249548619,8.90335646294737,0.004834055870398232,0.014691692399431302
O74700,TIM9,ratio,samplingTime:nutrient,1,0.36549730906447103,0.36549730906447103,7.815251306712884,0.007920925175152143,0.0226357100880699
O74700,TIM9,ratio,genotype:nutrient,1,0.1606886006309071,0.1606886006309071,3.435926243257358,0.0711782619837602,0.14240506683983864
O74700,TIM9,ratio,samplingTime:genotype:nutrient,1,0.1838706467600919,0.1838706467600919,3.9316166678110234,0.054282923949528425,0.11473172319626208
O94742,SEM1,intensity,samplingTime,1,35.08684468335666,35.08684468335666,67.35176429150003,4.154267410171675e-10,5.044390804939412e-9
O94742,SEM1,intensity,genotype,1,0.31262088881254313,0.31262088881254313,0.6000986582270047,0.44309565440076937,0.5141257956118215
O94742,SEM1,intensity,nutrient,1,3.582508455245026,3.582508455245026,6.8768869708145415,0.012293515955640322,0.03301022040118806
O94742,SEM1,intensity,samplingTime:genotype,1,0.38905526653756317,0.38905526653756317,0.7468200359616337,0.39263777566815594,0.48085360247933073
O94742,SEM1,intensity,samplingTime:nutrient,1,0.9245235931628838,0.9245235931628838,1.7746906480357865,0.19034325091844537,0.30072332229732956
O94742,SEM1,intensity,genotype:nutrient,1,0.23276260185780923,0.23276260185780923,0.4468048363334238,0.5076954361044304,0.5509593145283531
O94742,SEM1,intensity,samplingTime:genotype:nutrient,1,0.3760699181791373,0.3760699181791373,0.7218937101613951,0.40058031062731714,0.4864964993258349
O94742,SEM1,normed_intensity,samplingTime,1,1.2999132576644112,1.2999132576644112,4.689381562380325,0.03636954682030204,0.08277311275849834
O94742,SEM1,normed_intensity,genotype,1,0.1644743585475479,0.1644743585475479,0.5933342243489284,0.44565844033347823,0.5161280960352749
O94742,SEM1,normed_intensity,nutrient,1,1.0231126542207143,1.0231126542207143,3.6908352066205463,0.061858917474143266,0.1272754463597155
O94742,SEM1,normed_intensity,samplingTime:genotype,1,0.6316774122681965,0.6316774122681965,2.278749288075435,0.139017083699185,0.23917944984670772
O94742,SEM1,normed_intensity,samplingTime:nutrient,1,0.15380130986800633,0.15380130986800633,0.5548316570452021,0.46070445426048723,0.5246932799973703
O94742,SEM1,normed_intensity,genotype:nutrient,1,0.8339414804359933,0.8339414804359933,3.0084082760161275,0.09053484332353996,0.1718210904293489
O94742,SEM1,normed_intensity,samplingTime:genotype:nutrient,1,0.4976701565188015,0.4976701565188015,1.7953238359298962,0.1878414187574472,0.2980815995715698
P00044,CYC1,intensity,samplingTime,1,0.24011278314858303,0.24011278314858303,0.4457906458752233,0.5081748583966225,0.5512433438571638
P00044,CYC1,intensity,genotype,1,0.9352231243780221,0.9352231243780221,1.7363245520998958,0.19510274194150598,0.3061338475427124
P00044,CYC1,intensity,nutrient,1,3.141858759275834,3.141858759275834,5.8331390240043834,0.02038925394886649,0.05086611960056981
P00044,CYC1,intensity,samplingTime:genotype,1,0.36280403754146756,0.36280403754146756,0.6735778249743054,0.4166714594407265,0.4967714179910905
P00044,CYC1,intensity,samplingTime:nutrient,1,0.29342378730832375,0.29342378730832375,0.5447672462252401,0.4647721662102391,0.5268734731631588
P00044,CYC1,intensity,genotype:nutrient,1,0.005420029138219424,0.005420029138219424,0.010062764083219222,0.9205966835431184,0.6845602922287725
P00044,CYC1,intensity,samplingTime:genotype:nutrient,1,0.02367998106532524,0.02367998106532524,0.043963981904670595,0.8349849368787388,0.6689984846307742
P00044,CYC1,normed_intensity,samplingTime,1,18.432120254555894,18.432120254555894,32.60748559754722,1.206962847006154e-6,7.5070322177633806e-6
P00044,CYC1,normed_intensity,genotype,1,1.2558341759791942,1.2558341759791942,2.2216432098215932,0.14393232709581402,0.24559040307758587
P00044,CYC1,normed_intensity,nutrient,1,7.042602210908588,7.042602210908588,12.458770178905226,0.0010631261114236112,0.003814429126246909
P00044,CYC1,normed_intensity,samplingTime:genotype,1,0.18601430158756355,0.18601430158756355,0.3290700459951196,0.5694187612211573,0.582188951750612
P00044,CYC1,normed_intensity,samplingTime:nutrient,1,1.2343931222106304,1.2343931222106304,2.183712747004551,0.1473089648278412,0.249699768320008
P00044,CYC1,normed_intensity,genotype:nutrient,1,0.12754065872860926,0.12754065872860926,0.22562679361680485,0.6373690699340222,0.6114319037789069
P00044,CYC1,normed_intensity,samplingTime:genotype:nutrient,1,0.06056276004556204,0.06056276004556204,0.10713902137467111,0.7451320514689656,0.6467352826355004
P00128,QCR7,intensity,samplingTime,1,0.5222830240364948,0.5222830240364948,0.8353485063466001,0.36620713462697874,0.4622988033364616
P00128,QCR7,intensity,genotype,1,0.47886105443875854,0.47886105443875854,0.7658986567884764,0.3867137335751025,0.47707144673582685
P00128,QCR7,intensity,nutrient,1,0.09847815977381856,0.09847815977381856,0.15750767283041722,0.6935712280318067,0.6306806228450811
P00128,QCR7,intensity,samplingTime:genotype,1,1.966751027062662e-4,1.966751027062662e-4,3.145655625785065e-4,0.9859376386389076,0.6934631152634643
P00128,QCR7,intensity,samplingTime:nutrient,1,0.09433202435041914,0.09433202435041914,0.15087627208857457,0.6997591512525696,0.6325672056721697
P00128,QCR7,intensity,genotype:nutrient,1,0.010472043400807384,0.010472043400807384,0.016749167425839904,0.8976750505758222,0.6800780930370155
P00128,QCR7,intensity,samplingTime:genotype:nutrient,1,0.0017748822067937121,0.0017748822067937121,0.002838777314505792,0.9577738877997697,0.6892478407733759
P00128,QCR7,normed_intensity,samplingTime,1,16.488359085372075,16.488359085372075,29.925992646339168,2.6182583593049846e-6,1.5420591946406817e-5
P00128,QCR7,normed_intensity,genotype,1,0.28990379127470167,0.28990379127470167,0.526168715814136,0.47244472544636207,0.5314690823502989
P00128,QCR7,normed_intensity,nutrient,1,1.4282007742064422,1.4282007742064422,2.592151568576384,0.11525905044365323,0.207385876993808
P00128,QCR7,normed_intensity,samplingTime:genotype,1,0.0342481297557827,0.0342481297557827,0.06215956808774794,0.8043905067888016,0.6624480630398546
P00128,QCR7,normed_intensity,samplingTime:nutrient,1,0.06875471811896025,0.06875471811896025,0.12478823260554289,0.7257531783894999,0.6402185920747749
P00128,QCR7,normed_intensity,genotype:nutrient,1,0.28417663213684696,0.28417663213684696,0.5157740536554313,0.4768239802889521,0.5337847079822959
P00128,QCR7,normed_intensity,samplingTime:genotype:nutrient,1,0.0025082728853559385,0.0025082728853559385,0.004552457617736307,0.9465421706959547,0.6878562249465794
P00128,QCR7,normed_ratio,samplingTime,1,2.1896029105538113,2.1896029105538113,14.75871937319855,4.269597951004007e-4,0.0016713934557265324
P00128,QCR7,normed_ratio,genotype,1,0.05999435773645598,0.05999435773645598,0.4043837745829836,0.5284558284457378,0.5623144990829282
P00128,QCR7,normed_ratio,nutrient,1,2.1975318852212204,2.1975318852212204,14.81216354404316,0.00041823445814286237,0.001640006673273233
P00128,QCR7,normed_ratio,samplingTime:genotype,1,7.896271308703522e-6,7.896271308703522e-6,5.322373832172092e-5,0.9942153812313616,0.6941350485041975
P00128,QCR7,normed_ratio,samplingTime:nutrient,1,1.556588388411283,1.556588388411283,10.491971440762718,0.002414969943388054,0.007946207621295253
P00128,QCR7,normed_ratio,genotype:nutrient,1,0.6756658087930014,0.6756658087930014,4.554233104996628,0.039019461637489865,0.0875539770587731
P00128,QCR7,normed_ratio,samplingTime:genotype:nutrient,1,0.0761832779783864,0.0761832779783864,0.5135029804691839,0.47778972168139344,0.5342923865849586
P00128,QCR7,ratio,samplingTime,1,1.05259726765802,1.05259726765802,6.98508770035931,0.011677780937759065,0.03155253363589597
P00128,QCR7,ratio,genotype,1,0.009196893241245644,0.009196893241245644,0.06103103991888188,0.8061372950999223,0.6626598357453235
P00128,QCR7,ratio,nutrient,1,0.3603424744861968,0.3603424744861968,2.3912505416728207,0.12989205907263715,0.2272850760581523
P00128,QCR7,ratio,samplingTime:genotype,1,0.09978578062024206,0.09978578062024206,0.6621833917848043,0.4206080379850652,0.49947919477616476
P00128,QCR7,ratio,samplingTime:nutrient,1,0.6802493178563812,0.6802493178563812,4.514168228755249,0.039844985566881375,0.08902390215191068
P00128,QCR7,ratio,genotype:nutrient,1,0.5331731177698394,0.5331731177698394,3.5381632667379415,0.06726527205035764,0.13624898671343114
P00128,QCR7,ratio,samplingTime:genotype:nutrient,1,0.10003870088771245,0.10003870088771245,0.6638617832301952,0.4200246438199349,0.4990136547714864
P00330,ADH1,intensity,samplingTime,1,7.565907730553473,7.565907730553473,30.048861141191264,2.5252517752370374e-6,1.4927616284145769e-5
